timestamp,source_ip,host,log_type,severity,raw_message,tags
2026-06-18T23:09:47.892621+00:00,74.56.68.178,db-replica,système,info,Out of memory: Kill process 19521 (sshd),"cpu, temp"
2026-06-18T23:04:25.913577+00:00,94.82.38.34,web-srv-01,réseau,warning,Connection from 167.21.44.89:7743 to 10.177.255.118:22 ESTABLISHED,"firewall, drop"
2026-06-18T23:01:47.495706+00:00,98.30.111.85,proxy-01,système,info,CPU temperature above threshold: 81°C,"kernel, oom"
2026-06-18T22:46:10.875147+00:00,108.40.15.70,proxy-01,application,info,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-18T22:24:30.500557+00:00,88.238.236.151,monitor,système,warning,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-18T22:15:52.249647+00:00,99.109.73.17,vpn-gw,application,critical,Unhandled exception in worker 70460: NullPointerException,"http, api"
2026-06-18T22:14:40.843118+00:00,168.220.243.113,proxy-01,réseau,warning,DROP IN=eth0 OUT= SRC=18.192.116.232 DST=172.28.144.153 PROTO=TCP DPT=22,"tls, error"
2026-06-18T22:11:49.773646+00:00,208.0.97.132,auth-srv,réseau,info,TLS handshake timeout from 218.34.110.251,"firewall, drop"
2026-06-18T22:09:03.764322+00:00,88.28.89.116,web-srv-01,application,warning,POST /login HTTP/1.1 401 from 103.65.7.235 — invalid credentials,"http, auth"
2026-06-18T22:08:19.989267+00:00,101.20.101.66,monitor,réseau,info,New connection accepted from 78.190.92.56,"tcp, established"
2026-06-18T22:07:46.604508+00:00,43.209.70.106,web-srv-01,système,warning,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-18T21:49:01.092889+00:00,88.61.34.118,monitor,système,warning,kernel: EXT4-fs error on device sda1,"kernel, oom"
2026-06-18T21:47:08.999131+00:00,30.75.46.42,auth-srv,auth,warning,Failed password for jmorris from 194.85.81.40 port 7448 ssh2,"ssh, login"
2026-06-18T21:38:45.099853+00:00,24.33.141.115,db-master,système,critical,systemd: nginx.service start request repeated too quickly,"cpu, temp"
2026-06-18T21:15:17.603266+00:00,212.138.87.90,vpn-gw,application,critical,GET /api/v1/users HTTP/1.1 200 2951ms from 113.252.10.172,"db, timeout"
2026-06-18T21:13:03.871666+00:00,217.208.208.64,db-replica,auth,warning,Failed password for tiffanykane from 174.147.45.201 port 31414 ssh2,"auth, sudo"
2026-06-18T21:05:49.817803+00:00,221.59.171.103,web-srv-01,réseau,warning,New connection accepted from 177.8.148.224,"tls, error"
2026-06-18T20:50:24.578070+00:00,60.172.24.160,auth-srv,application,info,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-18T20:41:11.830744+00:00,52.18.12.245,proxy-01,réseau,info,New connection accepted from 169.106.183.9,"tls, error"
2026-06-18T20:39:26.080923+00:00,212.68.17.185,web-srv-01,auth,critical,Invalid user jasonwebb from 11.210.248.195,"auth, sudo"
2026-06-18T20:27:56.636943+00:00,218.42.170.223,web-srv-02,auth,warning,Failed password for fischerlaura from 94.233.69.238 port 8949 ssh2,"auth, sudo"
2026-06-18T20:01:49.186612+00:00,193.90.232.29,db-master,système,warning,CPU temperature above threshold: 86°C,"kernel, oom"
2026-06-18T19:43:15.368797+00:00,156.177.74.107,db-replica,auth,info,Failed password for judithtorres from 31.45.153.28 port 31866 ssh2,"ssh, brute-force"
2026-06-18T19:25:13.619945+00:00,179.159.213.213,web-srv-02,système,info,CPU temperature above threshold: 98°C,"kernel, oom"
2026-06-18T19:24:59.702196+00:00,152.231.183.114,web-srv-02,système,info,systemd: nginx.service start request repeated too quickly,"disk, error"
2026-06-18T19:22:58.573172+00:00,30.59.160.216,auth-srv,système,warning,systemd: sshd.service start request repeated too quickly,"cpu, temp"
2026-06-18T19:11:35.765680+00:00,61.246.69.171,auth-srv,application,warning,POST /login HTTP/1.1 401 from 101.106.35.185 — invalid credentials,"db, timeout"
2026-06-18T19:06:08.143882+00:00,208.151.206.18,db-master,application,warning,POST /login HTTP/1.1 401 from 186.247.84.97 — invalid credentials,"http, auth"
2026-06-18T19:00:41.129748+00:00,47.216.116.226,monitor,réseau,warning,New connection accepted from 139.205.186.132,"tcp, established"
2026-06-18T18:53:03.684495+00:00,68.86.231.74,monitor,réseau,info,DROP IN=eth0 OUT= SRC=216.144.205.173 DST=172.24.93.35 PROTO=TCP DPT=80,"tcp, established"
2026-06-18T18:41:06.851136+00:00,62.182.149.144,auth-srv,système,info,systemd: redis.service start request repeated too quickly,"kernel, oom"
2026-06-18T17:50:31.447386+00:00,195.197.79.7,web-srv-01,application,info,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-18T17:29:44.382171+00:00,207.58.88.76,web-srv-01,système,info,systemd: redis.service start request repeated too quickly,"disk, error"
2026-06-18T17:24:59.686494+00:00,130.154.127.16,db-replica,réseau,warning,DROP IN=eth0 OUT= SRC=154.104.16.185 DST=172.29.74.74 PROTO=TCP DPT=443,"tcp, established"
2026-06-18T17:00:06.049462+00:00,108.225.192.41,web-srv-02,auth,info,pam_unix(sshd:auth): authentication failure; user=ulopez,"ssh, brute-force"
2026-06-18T16:42:45.822886+00:00,203.79.232.111,web-srv-02,réseau,critical,New connection accepted from 115.67.137.137,"tcp, established"
2026-06-18T16:36:20.031165+00:00,152.232.212.216,monitor,application,info,POST /login HTTP/1.1 401 from 14.85.42.194 — invalid credentials,"http, api"
2026-06-18T16:26:49.691191+00:00,217.130.254.203,web-srv-02,application,warning,Unhandled exception in worker 67471: NullPointerException,"http, auth"
2026-06-18T16:23:48.470246+00:00,169.172.226.155,monitor,auth,info,Invalid user erikdeleon from 198.148.105.47,"ssh, brute-force"
2026-06-18T16:23:19.963967+00:00,213.165.108.129,db-replica,auth,info,Failed password for martinallison from 116.14.37.234 port 46929 ssh2,"auth, sudo"
2026-06-18T16:16:43.165337+00:00,47.249.185.228,monitor,réseau,info,DROP IN=eth0 OUT= SRC=172.116.229.155 DST=192.168.75.175 PROTO=TCP DPT=80,"tcp, established"
2026-06-18T16:09:38.261446+00:00,219.43.173.6,auth-srv,système,info,systemd: postgres.service start request repeated too quickly,"cpu, temp"
2026-06-18T16:09:05.607501+00:00,27.4.227.173,auth-srv,auth,warning,Accepted publickey for crosbyjoshua from 138.91.119.110 port 1767,"auth, sudo"
2026-06-18T15:57:57.841788+00:00,18.65.90.52,db-replica,application,info,POST /login HTTP/1.1 401 from 69.138.37.64 — invalid credentials,"http, auth"
2026-06-18T15:44:28.883962+00:00,186.148.15.93,monitor,application,warning,Unhandled exception in worker 36321: NullPointerException,"http, api"
2026-06-18T15:40:07.758900+00:00,214.176.34.83,vpn-gw,système,warning,systemd: redis.service start request repeated too quickly,"cpu, temp"
2026-06-18T14:58:31.723936+00:00,1.125.179.64,monitor,réseau,warning,TLS handshake timeout from 43.159.8.158,"firewall, drop"
2026-06-18T14:57:26.040094+00:00,150.246.227.159,proxy-01,application,warning,Unhandled exception in worker 31133: NullPointerException,"db, timeout"
2026-06-18T14:48:08.858896+00:00,18.218.9.104,monitor,application,info,Unhandled exception in worker 25652: NullPointerException,"http, auth"
2026-06-18T14:43:29.015076+00:00,114.226.248.148,web-srv-02,application,info,GET /api/v1/users HTTP/1.1 200 2594ms from 117.120.139.82,"http, auth"
2026-06-18T14:33:54.879544+00:00,46.175.188.248,monitor,système,warning,CPU temperature above threshold: 80°C,"kernel, oom"
2026-06-18T14:00:49.530791+00:00,32.59.180.33,auth-srv,application,warning,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-18T13:59:41.742471+00:00,11.88.55.52,web-srv-01,application,info,POST /login HTTP/1.1 401 from 26.143.103.196 — invalid credentials,"db, timeout"
2026-06-18T13:43:37.344683+00:00,46.85.43.242,monitor,application,critical,Unhandled exception in worker 64284: NullPointerException,"db, timeout"
2026-06-18T13:36:47.146350+00:00,119.107.229.203,vpn-gw,réseau,info,Connection from 211.183.105.224:46196 to 10.107.148.27:6379 ESTABLISHED,"tcp, established"
2026-06-18T13:34:28.980187+00:00,203.220.163.15,proxy-01,application,info,POST /login HTTP/1.1 401 from 82.230.151.200 — invalid credentials,"http, auth"
2026-06-18T13:29:18.015309+00:00,171.7.16.220,monitor,système,info,systemd: nginx.service start request repeated too quickly,"kernel, oom"
2026-06-18T13:11:36.049327+00:00,92.87.198.206,db-replica,application,info,Unhandled exception in worker 56129: NullPointerException,"http, api"
2026-06-18T13:11:30.380085+00:00,136.208.60.170,vpn-gw,application,warning,Database query timeout after 30s: SELECT * FROM events,"db, timeout"
2026-06-18T13:04:45.750887+00:00,51.72.135.58,db-replica,réseau,info,New connection accepted from 35.74.240.234,"firewall, drop"
2026-06-18T13:02:52.859137+00:00,42.203.71.31,web-srv-01,application,info,GET /api/v1/users HTTP/1.1 200 1588ms from 128.141.79.180,"http, api"
2026-06-18T12:32:10.751175+00:00,106.243.73.157,proxy-01,système,info,systemd: postgres.service start request repeated too quickly,"disk, error"
2026-06-18T12:20:43.608521+00:00,174.126.217.159,vpn-gw,auth,info,Failed password for desiree08 from 216.160.61.111 port 61700 ssh2,"ssh, brute-force"
2026-06-18T12:15:35.745025+00:00,45.151.247.9,web-srv-02,auth,info,pam_unix(sshd:auth): authentication failure; user=kerrimartin,"auth, sudo"
2026-06-18T12:06:51.077140+00:00,161.62.230.110,monitor,application,warning,GET /api/v1/users HTTP/1.1 200 4108ms from 191.142.7.29,"db, timeout"
2026-06-18T11:52:12.576113+00:00,97.12.178.28,db-replica,application,info,POST /login HTTP/1.1 401 from 56.109.113.97 — invalid credentials,"http, auth"
2026-06-18T11:49:35.471050+00:00,159.159.225.41,web-srv-02,réseau,info,TLS handshake timeout from 73.222.46.165,"tcp, established"
2026-06-18T11:49:15.781526+00:00,119.64.79.28,web-srv-02,réseau,info,Connection from 89.196.17.114:29653 to 10.82.38.170:443 ESTABLISHED,"tls, error"
2026-06-18T11:41:31.966211+00:00,81.34.98.236,db-master,système,info,Out of memory: Kill process 37132 (postgres),"kernel, oom"
2026-06-18T11:31:53.541417+00:00,63.53.46.159,web-srv-01,auth,warning,pam_unix(sshd:auth): authentication failure; user=rachel23,"ssh, brute-force"
2026-06-18T11:29:39.755357+00:00,105.36.130.133,proxy-01,application,critical,Unhandled exception in worker 70729: NullPointerException,"http, auth"
2026-06-18T11:05:46.143554+00:00,123.104.183.227,web-srv-01,réseau,info,Connection from 191.129.216.9:23747 to 192.168.209.136:3306 ESTABLISHED,"tcp, established"
2026-06-18T10:55:08.530969+00:00,203.105.136.95,db-master,auth,info,Failed password for loririchardson from 138.91.93.124 port 11504 ssh2,"ssh, login"
2026-06-18T10:52:37.244298+00:00,131.111.85.165,proxy-01,application,info,POST /login HTTP/1.1 401 from 38.39.225.97 — invalid credentials,"http, auth"
2026-06-18T10:47:52.005790+00:00,8.223.136.207,vpn-gw,réseau,info,TLS handshake timeout from 197.145.200.45,"firewall, drop"
2026-06-18T10:46:16.231875+00:00,179.123.200.86,auth-srv,réseau,info,DROP IN=eth0 OUT= SRC=40.190.102.45 DST=192.168.35.106 PROTO=TCP DPT=3306,"tcp, established"
2026-06-18T10:45:12.427454+00:00,199.237.243.95,db-replica,réseau,info,Connection from 38.79.124.138:45690 to 10.127.228.32:5432 ESTABLISHED,"tcp, established"
2026-06-18T10:35:10.648792+00:00,144.239.94.92,web-srv-02,application,warning,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-18T10:23:34.832185+00:00,172.70.97.145,monitor,réseau,info,New connection accepted from 128.35.16.69,"firewall, drop"
2026-06-18T10:15:59.646439+00:00,210.224.3.66,proxy-01,réseau,info,New connection accepted from 186.251.71.42,"tcp, established"
2026-06-18T10:15:01.472173+00:00,182.114.226.166,db-replica,auth,info,Failed password for sherry84 from 112.128.199.36 port 60169 ssh2,"auth, sudo"
2026-06-18T10:10:24.045230+00:00,69.137.205.119,db-replica,application,info,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-18T09:57:57.201931+00:00,162.142.51.198,db-master,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-18T09:49:26.103248+00:00,140.160.165.220,proxy-01,auth,info,Failed password for sullivanpatrick from 139.240.4.219 port 36317 ssh2,"ssh, brute-force"
2026-06-18T09:32:07.365139+00:00,53.55.67.127,web-srv-01,application,info,GET /api/v1/users HTTP/1.1 200 4969ms from 162.186.104.242,"http, auth"
2026-06-18T09:24:08.074630+00:00,119.134.252.98,monitor,application,warning,POST /login HTTP/1.1 401 from 213.135.52.69 — invalid credentials,"db, timeout"
2026-06-18T09:05:48.930396+00:00,2.14.151.110,web-srv-01,réseau,info,Connection from 113.58.51.243:65020 to 172.16.86.18:3306 ESTABLISHED,"tcp, established"
2026-06-18T09:00:50.524699+00:00,200.195.152.141,web-srv-01,application,info,POST /login HTTP/1.1 401 from 146.119.152.212 — invalid credentials,"http, auth"
2026-06-18T08:38:48.867282+00:00,187.36.42.211,db-master,application,info,Unhandled exception in worker 89542: NullPointerException,"http, auth"
2026-06-18T08:30:18.696403+00:00,93.29.65.23,vpn-gw,système,warning,CPU temperature above threshold: 83°C,"cpu, temp"
2026-06-18T08:27:42.404656+00:00,192.166.245.253,monitor,système,info,systemd: redis.service start request repeated too quickly,"disk, error"
2026-06-18T08:17:16.293761+00:00,141.60.141.5,db-replica,système,info,systemd: nginx.service start request repeated too quickly,"cpu, temp"
2026-06-18T08:10:58.780542+00:00,60.222.45.43,proxy-01,système,warning,systemd: nginx.service start request repeated too quickly,"disk, error"
2026-06-18T07:56:41.570714+00:00,98.147.143.93,vpn-gw,auth,warning,Invalid user russellpalmer from 77.127.203.97,"ssh, login"
2026-06-18T07:54:57.850645+00:00,29.72.197.156,monitor,réseau,info,New connection accepted from 63.229.198.84,"tls, error"
2026-06-18T07:37:26.562346+00:00,194.157.28.151,web-srv-02,application,warning,Unhandled exception in worker 98856: NullPointerException,"http, auth"
2026-06-18T07:27:25.939977+00:00,71.130.14.188,db-replica,application,critical,POST /login HTTP/1.1 401 from 8.197.120.113 — invalid credentials,"http, auth"
2026-06-18T07:19:05.884077+00:00,1.220.251.86,db-replica,application,info,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-18T07:13:48.400895+00:00,122.151.78.48,web-srv-01,auth,warning,Failed password for fparker from 196.132.189.77 port 38882 ssh2,"ssh, brute-force"
2026-06-18T07:08:15.319536+00:00,17.176.115.86,db-replica,réseau,warning,New connection accepted from 100.249.13.73,"tls, error"
2026-06-18T06:53:47.038072+00:00,217.223.157.166,db-replica,auth,critical,Accepted publickey for allisonlonnie from 208.196.111.221 port 20335,"auth, sudo"
2026-06-18T06:36:27.243682+00:00,62.149.47.112,proxy-01,auth,warning,pam_unix(sshd:auth): authentication failure; user=woodmelissa,"auth, sudo"
2026-06-18T06:26:31.274103+00:00,183.130.168.186,vpn-gw,réseau,warning,New connection accepted from 168.160.252.43,"tcp, established"
2026-06-18T06:22:30.270683+00:00,179.160.253.79,vpn-gw,système,warning,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-18T06:21:09.604837+00:00,119.251.129.148,monitor,système,info,CPU temperature above threshold: 94°C,"cpu, temp"
2026-06-18T06:18:00.793811+00:00,112.106.170.64,proxy-01,auth,info,pam_unix(sshd:auth): authentication failure; user=marquezjerry,"ssh, brute-force"
2026-06-18T06:10:35.084379+00:00,118.166.45.124,web-srv-01,application,info,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-18T06:07:29.761065+00:00,58.123.8.46,monitor,auth,info,Accepted publickey for brandonfrye from 206.193.61.255 port 2375,"auth, sudo"
2026-06-18T05:44:09.132586+00:00,124.105.209.156,proxy-01,système,info,Out of memory: Kill process 73128 (redis),"disk, error"
2026-06-18T05:43:25.958828+00:00,48.217.137.100,vpn-gw,application,warning,POST /login HTTP/1.1 401 from 1.215.18.17 — invalid credentials,"db, timeout"
2026-06-18T05:27:23.480442+00:00,10.253.7.121,db-master,système,warning,Out of memory: Kill process 12024 (redis),"cpu, temp"
2026-06-18T05:16:40.129629+00:00,158.12.11.137,monitor,auth,warning,Failed password for xmorris from 29.5.209.201 port 64622 ssh2,"ssh, login"
2026-06-18T05:05:23.554653+00:00,40.126.74.41,web-srv-02,auth,info,Accepted publickey for steelejames from 197.152.127.150 port 24298,"auth, sudo"
2026-06-18T05:02:37.339250+00:00,84.222.151.37,web-srv-01,application,critical,POST /login HTTP/1.1 401 from 169.0.216.222 — invalid credentials,"db, timeout"
2026-06-18T04:48:28.398577+00:00,96.115.104.194,db-replica,système,warning,Out of memory: Kill process 58372 (postgres),"kernel, oom"
2026-06-18T04:41:20.033749+00:00,194.75.202.25,db-master,système,info,Out of memory: Kill process 17552 (systemd),"cpu, temp"
2026-06-18T04:23:26.823028+00:00,116.144.157.97,monitor,système,warning,Out of memory: Kill process 94326 (sshd),"kernel, oom"
2026-06-18T04:19:27.848678+00:00,61.110.77.44,auth-srv,système,info,CPU temperature above threshold: 94°C,"kernel, oom"
2026-06-18T04:16:41.767444+00:00,213.30.65.113,db-master,auth,warning,Accepted publickey for barbarabaker from 25.21.130.211 port 3626,"ssh, login"
2026-06-18T04:11:15.015698+00:00,128.41.203.121,proxy-01,système,critical,CPU temperature above threshold: 86°C,"disk, error"
2026-06-18T04:04:40.951552+00:00,153.217.184.123,db-replica,réseau,warning,New connection accepted from 182.43.251.30,"tls, error"
2026-06-18T03:57:33.176833+00:00,125.181.209.225,auth-srv,système,info,CPU temperature above threshold: 84°C,"cpu, temp"
2026-06-18T03:42:38.587983+00:00,35.37.184.183,db-replica,système,warning,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-18T03:35:40.650507+00:00,93.136.79.220,db-replica,auth,info,Accepted publickey for millercarlos from 104.210.48.168 port 4238,"auth, sudo"
2026-06-18T03:16:32.185891+00:00,125.245.50.91,vpn-gw,système,warning,systemd: systemd.service start request repeated too quickly,"disk, error"
2026-06-18T03:12:41.068320+00:00,99.164.141.125,proxy-01,système,info,Out of memory: Kill process 65973 (postgres),"disk, error"
2026-06-18T02:50:32.623859+00:00,185.220.107.213,db-replica,système,info,CPU temperature above threshold: 89°C,"cpu, temp"
2026-06-18T02:36:18.314060+00:00,181.31.46.193,vpn-gw,auth,info,pam_unix(sshd:auth): authentication failure; user=dwelch,"ssh, login"
2026-06-18T02:05:48.162398+00:00,88.243.246.44,db-replica,réseau,critical,TLS handshake timeout from 17.181.91.196,"firewall, drop"
2026-06-18T02:02:45.321935+00:00,68.214.17.173,vpn-gw,réseau,info,Connection from 132.127.113.34:8000 to 192.168.38.253:443 ESTABLISHED,"firewall, drop"
2026-06-18T02:02:34.550585+00:00,149.179.22.71,auth-srv,auth,info,Invalid user browningchristina from 42.90.36.193,"ssh, login"
2026-06-18T01:25:08.729029+00:00,218.230.181.115,db-master,application,info,GET /api/v1/users HTTP/1.1 200 4636ms from 99.217.12.96,"db, timeout"
2026-06-18T01:20:42.003141+00:00,166.202.19.111,db-replica,application,warning,Unhandled exception in worker 15055: NullPointerException,"http, auth"
2026-06-18T01:15:28.977905+00:00,152.98.233.9,auth-srv,système,warning,CPU temperature above threshold: 89°C,"disk, error"
2026-06-18T00:41:47.140216+00:00,38.128.123.121,vpn-gw,système,info,Out of memory: Kill process 49374 (sshd),"disk, error"
2026-06-18T00:16:21.708070+00:00,109.81.46.235,monitor,auth,warning,Invalid user barkerclaire from 26.87.126.54,"ssh, brute-force"
2026-06-18T00:13:41.099773+00:00,98.138.54.82,auth-srv,système,info,systemd: postgres.service start request repeated too quickly,"cpu, temp"
2026-06-18T00:09:50.385522+00:00,43.80.229.152,proxy-01,auth,info,Invalid user susan10 from 69.249.180.62,"ssh, login"
2026-06-17T23:55:39.022829+00:00,82.130.236.160,db-master,auth,info,Failed password for nhorne from 209.185.34.13 port 34943 ssh2,"auth, sudo"
2026-06-17T23:55:29.907924+00:00,91.231.35.45,web-srv-02,auth,warning,Failed password for williamspatrick from 73.13.76.150 port 33403 ssh2,"auth, sudo"
2026-06-17T23:42:44.565042+00:00,73.66.154.61,proxy-01,auth,warning,Failed password for jamierichardson from 80.25.24.69 port 9033 ssh2,"ssh, login"
2026-06-17T23:41:05.962720+00:00,73.127.135.65,auth-srv,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-17T23:38:26.943503+00:00,85.46.168.81,web-srv-02,auth,info,Failed password for andrea68 from 142.157.126.6 port 14795 ssh2,"auth, sudo"
2026-06-17T23:38:00.309197+00:00,91.110.28.155,db-replica,auth,warning,Failed password for tracy69 from 121.248.62.175 port 24675 ssh2,"auth, sudo"
2026-06-17T23:20:50.694090+00:00,23.57.234.220,db-master,réseau,info,DROP IN=eth0 OUT= SRC=22.231.230.141 DST=10.141.14.83 PROTO=TCP DPT=3306,"tcp, established"
2026-06-17T23:14:17.876383+00:00,126.0.170.112,db-replica,auth,warning,pam_unix(sshd:auth): authentication failure; user=henryblankenship,"ssh, login"
2026-06-17T23:02:14.386283+00:00,59.136.83.162,web-srv-01,réseau,info,Connection from 182.89.77.168:48416 to 192.168.166.12:22 ESTABLISHED,"tcp, established"
2026-06-17T22:58:54.327469+00:00,144.61.103.178,db-replica,auth,info,Invalid user owood from 90.189.135.80,"ssh, brute-force"
2026-06-17T22:43:53.148497+00:00,51.57.206.44,db-master,système,info,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-17T22:36:18.988066+00:00,222.122.209.141,db-master,auth,info,Failed password for eric47 from 42.79.204.173 port 21764 ssh2,"ssh, login"
2026-06-17T22:20:47.948950+00:00,167.226.217.243,auth-srv,système,info,Out of memory: Kill process 49249 (systemd),"cpu, temp"
2026-06-17T22:15:08.040989+00:00,202.245.174.236,db-replica,auth,warning,Accepted publickey for santanamegan from 7.185.28.157 port 11830,"auth, sudo"
2026-06-17T21:54:32.131813+00:00,82.38.228.72,proxy-01,réseau,info,New connection accepted from 122.116.158.169,"tls, error"
2026-06-17T21:41:18.702962+00:00,34.116.236.172,web-srv-01,système,info,Out of memory: Kill process 6509 (postgres),"disk, error"
2026-06-17T21:40:53.077376+00:00,140.229.226.4,web-srv-01,application,info,POST /login HTTP/1.1 401 from 32.189.145.223 — invalid credentials,"http, auth"
2026-06-17T21:33:25.280839+00:00,45.167.3.11,proxy-01,système,info,CPU temperature above threshold: 94°C,"cpu, temp"
2026-06-17T21:18:17.196005+00:00,68.190.77.175,proxy-01,système,info,systemd: systemd.service start request repeated too quickly,"cpu, temp"
2026-06-17T21:13:24.387420+00:00,129.88.12.169,vpn-gw,réseau,warning,Connection from 37.60.80.209:54703 to 172.25.61.74:5432 ESTABLISHED,"firewall, drop"
2026-06-17T21:05:04.127474+00:00,13.179.141.164,monitor,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-17T20:43:35.897956+00:00,222.52.198.241,proxy-01,réseau,warning,Connection from 194.228.97.220:48366 to 10.221.135.10:3306 ESTABLISHED,"firewall, drop"
2026-06-17T20:40:48.559510+00:00,194.209.242.130,auth-srv,application,info,Database query timeout after 30s: SELECT * FROM events,"db, timeout"
2026-06-17T20:32:12.706864+00:00,74.165.13.130,proxy-01,réseau,warning,New connection accepted from 186.170.21.110,"firewall, drop"
2026-06-17T20:03:34.639671+00:00,188.178.3.240,db-master,système,warning,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-17T19:48:18.965501+00:00,78.231.122.131,db-replica,réseau,warning,TLS handshake timeout from 186.13.8.120,"tcp, established"
2026-06-17T19:45:44.716898+00:00,189.75.234.208,web-srv-02,application,info,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-17T19:45:43.242083+00:00,120.215.84.30,auth-srv,réseau,info,New connection accepted from 119.56.157.187,"tcp, established"
2026-06-17T19:43:45.523292+00:00,199.6.51.9,web-srv-01,système,info,Out of memory: Kill process 53803 (systemd),"kernel, oom"
2026-06-17T19:41:10.311788+00:00,208.115.205.68,proxy-01,auth,info,Failed password for diana95 from 55.148.91.189 port 51421 ssh2,"ssh, brute-force"
2026-06-17T19:21:57.910326+00:00,15.174.195.147,db-master,réseau,warning,Connection from 43.117.60.226:40033 to 172.16.141.75:443 ESTABLISHED,"tcp, established"
2026-06-17T19:18:29.625626+00:00,5.237.10.87,db-replica,auth,warning,pam_unix(sshd:auth): authentication failure; user=robertherrera,"auth, sudo"
2026-06-17T19:08:46.387958+00:00,160.170.27.219,monitor,application,info,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-17T19:04:04.370031+00:00,44.233.238.230,web-srv-01,système,info,CPU temperature above threshold: 89°C,"cpu, temp"
2026-06-17T19:03:17.121023+00:00,27.138.66.171,monitor,auth,info,Accepted publickey for keith49 from 217.120.213.211 port 8099,"ssh, login"
2026-06-17T18:56:52.599829+00:00,222.207.127.200,proxy-01,réseau,critical,DROP IN=eth0 OUT= SRC=95.200.116.81 DST=192.168.99.201 PROTO=TCP DPT=5432,"tls, error"
2026-06-17T18:30:06.989285+00:00,133.220.215.195,db-master,système,warning,CPU temperature above threshold: 83°C,"kernel, oom"
2026-06-17T18:20:20.193444+00:00,222.161.167.66,vpn-gw,application,info,GET /api/v1/users HTTP/1.1 200 474ms from 111.188.125.147,"db, timeout"
2026-06-17T18:19:13.717012+00:00,185.92.138.104,db-replica,réseau,info,New connection accepted from 35.208.87.165,"firewall, drop"
2026-06-17T17:30:56.101028+00:00,137.12.136.116,web-srv-01,réseau,critical,New connection accepted from 202.100.252.188,"tcp, established"
2026-06-17T17:28:49.647557+00:00,137.122.143.31,monitor,application,warning,POST /login HTTP/1.1 401 from 41.37.254.253 — invalid credentials,"db, timeout"
2026-06-17T17:25:29.501292+00:00,144.252.89.5,web-srv-01,réseau,critical,Connection from 152.144.113.126:26157 to 172.24.61.154:5432 ESTABLISHED,"tcp, established"
2026-06-17T17:14:20.943657+00:00,89.1.90.216,auth-srv,système,warning,CPU temperature above threshold: 101°C,"cpu, temp"
2026-06-17T16:59:27.973688+00:00,121.209.49.66,web-srv-01,auth,warning,Failed password for xrussell from 86.121.18.93 port 25660 ssh2,"auth, sudo"
2026-06-17T16:58:36.402802+00:00,115.39.30.38,monitor,système,info,systemd: redis.service start request repeated too quickly,"disk, error"
2026-06-17T16:57:51.204972+00:00,67.40.12.82,db-replica,application,info,GET /api/v1/users HTTP/1.1 200 1463ms from 113.62.146.241,"http, auth"
2026-06-17T16:47:36.627046+00:00,83.243.75.254,monitor,application,warning,GET /api/v1/users HTTP/1.1 200 707ms from 21.53.102.233,"http, auth"
2026-06-17T16:39:05.274074+00:00,120.179.103.47,db-replica,application,warning,Database query timeout after 30s: SELECT * FROM events,"db, timeout"
2026-06-17T16:31:17.397255+00:00,145.139.195.34,db-master,réseau,info,TLS handshake timeout from 17.61.146.93,"firewall, drop"
2026-06-17T16:20:50.394985+00:00,48.242.255.38,db-master,auth,warning,Accepted publickey for laurenchavez from 77.21.128.239 port 57101,"ssh, brute-force"
2026-06-17T16:04:18.753254+00:00,146.22.207.141,monitor,auth,warning,Invalid user stevengill from 45.204.251.66,"ssh, brute-force"
2026-06-17T16:04:17.331843+00:00,222.175.162.183,db-replica,réseau,warning,TLS handshake timeout from 195.235.177.125,"tcp, established"
2026-06-17T15:51:56.350045+00:00,176.190.108.149,proxy-01,auth,info,Invalid user cassidywilson from 157.214.59.163,"ssh, brute-force"
2026-06-17T15:50:18.028628+00:00,1.116.115.56,proxy-01,système,info,CPU temperature above threshold: 91°C,"cpu, temp"
2026-06-17T15:43:11.908855+00:00,140.68.130.19,web-srv-01,système,info,systemd: redis.service start request repeated too quickly,"cpu, temp"
2026-06-17T15:28:54.638456+00:00,190.43.141.219,web-srv-02,auth,warning,Invalid user valdezjames from 107.219.44.59,"auth, sudo"
